part_name,type,x_extent,y_extent,start_pad,end_pad,color,hatch,arrowhead_height,arrowhead_length,linestyle,linewidth,label,label_size,label_color,label_y_offset,label_rotation
RiboJ54,Ribozyme,,,,,0.44;0.8;0.88,,,,,,RiboJ54,4,0.44;0.8;0.88,-24,90
F2,RBS,,,,,0.44;0.8;0.88,,,,,,F2,4,0.44;0.8;0.88,-14,90
AmeRs,CDS,,,,,0.44;0.8;0.88,,,,,,AmeRs,4,0.44;0.8;0.88,-20,90
DT60,Terminator,,,,,0.44;0.8;0.88,,,,,,DT60,4,0.44;0.8;0.88,-18,90
pAmeR,Promoter,,,,,0.44;0.8;0.88,,,,,,pAmeR,4,0.44;0.8;0.88,-20,90
RiboJ57,Ribozyme,,,,,0.33;0.33;0.64,,,,,,RiboJ57,4,0.33;0.33;0.64,-24,90
E1,RBS,,,,,0.33;0.33;0.64,,,,,,E1,4,0.33;0.33;0.64,-14,90
BetI,CDS,,,,,0.33;0.33;0.64,,,,,,BetI,4,0.33;0.33;0.64,-18,90
DT86,Terminator,,,,,0.33;0.33;0.64,,,,,,DT86,4,0.33;0.33;0.64,-18,90
pBetI,Promoter,,,,,0.33;0.33;0.64,,,,,,pBetI,4,0.33;0.33;0.64,-20,90
F_scar,Scar,,,,,0.0;0.0;0.0,,,,,,F_scar,4,0.0;0.0;0.0,-22,90
E_scar,Scar,,,,,0.0;0.0;0.0,,,,,,E_scar,4,0.0;0.0;0.0,-22,90
D_scar,Scar,,,,,0.0;0.0;0.0,,,,,,D_scar,4,0.0;0.0;0.0,-22,90
C_scar,Scar,,,,,0.0;0.0;0.0,,,,,,C_scar,4,0.0;0.0;0.0,-22,90
B_scar,Scar,,,,,0.0;0.0;0.0,,,,,,B_scar,4,0.0;0.0;0.0,-22,90
A_scar,Scar,,,,,0.0;0.0;0.0,,,,,,A_scar,4,0.0;0.0;0.0,-22,90
Y_scar,Scar,,,,,0.0;0.0;0.0,,,,,,Y_scar,4,0.0;0.0;0.0,-22,90
X_scar,Scar,,,,,0.0;0.0;0.0,,,,,,X_scar,4,0.0;0.0;0.0,-22,90
V_scar,Scar,,,,,0.0;0.0;0.0,,,,,,V_scar,4,0.0;0.0;0.0,-22,90
U_scar,Scar,,,,,0.0;0.0;0.0,,,,,,U_scar,4,0.0;0.0;0.0,-22,90
R_scar,Scar,,,,,0.0;0.0;0.0,,,,,,R_scar,4,0.0;0.0;0.0,-22,90
Q_scar,Scar,,,,,0.0;0.0;0.0,,,,,,Q_scar,4,0.0;0.0;0.0,-22,90
P_scar,Scar,,,,,0.0;0.0;0.0,,,,,,P_scar,4,0.0;0.0;0.0,-22,90
O_scar,Scar,,,,,0.0;0.0;0.0,,,,,,O_scar,4,0.0;0.0;0.0,-22,90
G_scar,Scar,,,,,0.0;0.0;0.0,,,,,,G_scar,4,0.0;0.0;0.0,-22,90
YFP_reporter_cassette,UserDefined,25,5,,,0.00;0.00;0.00,,,,,,YFP_report...,4,0.00;0.00;0.00,-36,90
